pm2_5,pm10,temperature_2m,relative_humidity_2m,wind_speed_10m,hour,day_of_week,pm2_5_lag_1,pm2_5_lag_3,pm2_5_rolling_mean_6,high_pollution_next_hour,prediction_probability,prediction,correct,error_type
103.4,976.0,30.0,28,7.8,14,4,106.6,87.8,96.31666666666666,1,0.9999651097676613,1,True,correct
88.9,793.5,30.9,17,8.9,15,4,103.4,97.8,97.63333333333333,1,0.999979260399752,1,True,correct
87.5,773.0,30.6,18,8.9,16,4,88.9,106.6,96.26666666666667,1,0.999979515159651,1,True,correct
90.6,795.3,29.4,20,9.4,17,4,87.5,103.4,95.33333333333333,1,0.999979515159651,1,True,correct
113.6,1087.8,26.7,36,11.0,18,4,90.6,88.9,95.8,1,0.9999731204485691,1,True,correct
168.1,1773.2,25.8,42,8.4,19,4,113.6,87.5,98.43333333333334,1,0.999985063305712,1,True,correct
202.1,2138.3,24.5,48,8.5,20,4,168.1,90.6,108.68333333333334,1,0.999985063305712,1,True,correct
199.8,2108.5,24.9,51,7.0,21,4,202.1,113.6,125.13333333333334,1,0.9999245292303894,1,True,correct
180.2,1888.7,24.3,53,5.9,22,4,199.8,168.1,143.61666666666665,1,0.9999182962736306,1,True,correct
150.9,1549.7,23.1,57,6.0,23,4,180.2,202.1,159.06666666666666,1,0.9999182962736306,1,True,correct
121.5,1166.0,22.5,62,4.4,0,5,150.9,199.8,169.11666666666667,1,0.9997830714702527,1,True,correct
92.9,769.3,22.0,65,3.6,1,5,121.5,180.2,170.43333333333334,1,0.9993153833037793,1,True,correct
72.6,501.1,21.2,68,4.1,2,5,92.9,150.9,157.9,1,0.9666801735027323,1,True,correct
77.1,532.7,20.4,77,4.5,3,5,72.6,121.5,136.31666666666666,1,0.9972892877651633,1,True,correct
58.9,309.2,20.0,79,3.5,4,5,77.1,92.9,115.86666666666667,1,0.9920226406170556,1,True,correct
57.6,273.8,19.8,79,3.9,5,5,58.9,72.6,95.64999999999999,1,0.9852962275375694,1,True,correct
50.3,147.6,19.3,81,5.2,6,5,57.6,77.1,80.10000000000001,1,0.9781536279994808,1,True,correct
45.3,95.7,19.2,81,4.5,7,5,50.3,58.9,68.23333333333333,1,0.9556497780696851,1,True,correct
44.1,88.9,20.3,73,5.6,8,5,45.3,57.6,60.300000000000004,1,0.9252218032331485,1,True,correct
78.9,594.2,22.0,60,7.5,9,5,44.1,50.3,55.550000000000004,1,0.9936275615059378,1,True,correct
136.9,1400.7,23.8,49,9.1,10,5,78.9,45.3,55.85,1,0.9990681918072599,1,True,correct
170.0,1803.0,25.4,43,11.1,11,5,136.9,44.1,68.85000000000001,1,0.9998401171459721,1,True,correct
185.3,1981.9,26.4,42,11.3,12,5,170.0,78.9,87.58333333333333,1,0.9999669299723787,1,True,correct
197.9,2123.4,27.1,42,11.6,13,5,185.3,136.9,110.08333333333333,1,0.9999960090818112,1,True,correct
204.4,2183.0,27.5,42,12.2,14,5,197.9,170.0,135.51666666666668,1,0.9999897761250524,1,True,correct
244.0,2682.2,29.3,32,14.0,15,5,204.4,185.3,162.23333333333335,1,0.9999897761250524,1,True,correct
242.1,2652.4,28.7,33,11.1,16,5,244.0,197.9,189.75,1,0.9999897761250524,1,True,correct
241.2,2600.3,27.6,37,14.7,17,5,242.1,204.4,207.28333333333333,1,0.9999897761250524,1,True,correct
233.8,2421.4,26.4,43,15.0,18,5,241.2,244.0,219.15,1,0.9994897761250523,1,True,correct
250.5,2540.6,25.0,53,12.7,19,5,233.8,242.1,227.23333333333335,1,0.9999219795148829,1,True,correct
243.1,2406.5,23.8,62,10.1,20,5,250.5,241.2,236.0,1,0.9999000617066637,1,True,correct
241.2,2354.4,23.5,62,9.4,21,5,243.1,233.8,242.45000000000002,1,0.9998963784654115,1,True,correct
231.9,2205.4,22.8,64,9.7,22,5,241.2,250.5,241.98333333333335,1,0.9999000617066637,1,True,correct
215.6,2048.9,22.1,66,8.2,23,5,231.9,243.1,240.2833333333333,1,0.9999641750755809,1,True,correct
204.4,1944.6,21.7,65,7.7,0,6,215.6,241.2,236.01666666666668,1,0.9997579911585839,1,True,correct
180.7,1672.7,21.5,64,7.3,1,6,204.4,231.9,231.11666666666665,1,0.9998138622066978,1,True,correct
156.5,1397.0,21.1,63,7.0,2,6,180.7,215.6,219.48333333333332,1,0.9986469114636776,1,True,correct
155.1,1408.2,21.0,65,4.0,3,6,156.5,204.4,205.04999999999998,1,0.9999015490847147,1,True,correct
163.9,1557.2,20.9,63,7.2,4,6,155.1,180.7,190.70000000000002,1,0.9998946265904599,1,True,correct
182.1,1803.0,20.5,62,10.2,5,6,163.9,156.5,179.36666666666667,1,0.9998983098317121,1,True,correct
197.9,1996.8,20.4,59,12.8,6,6,182.1,155.1,173.78333333333333,1,0.9998983098317121,1,True,correct
206.8,2071.3,20.4,59,9.7,7,6,197.9,163.9,172.70000000000002,1,0.9998983098317121,1,True,correct
196.0,1922.2,21.5,56,9.8,8,6,206.8,182.1,177.04999999999998,1,0.9999700296201294,1,True,correct
211.9,2212.8,23.7,48,11.3,9,6,196.0,197.9,183.63333333333333,1,0.9999700296201294,1,True,correct
245.9,2637.5,25.9,40,12.2,10,6,211.9,206.8,193.10000000000002,1,0.9999807823083015,1,True,correct
281.3,3062.2,28.0,34,13.4,11,6,245.9,196.0,206.76666666666665,1,0.9999897761250524,1,True,correct
299.9,3255.9,30.0,28,15.7,12,6,281.3,211.9,223.30000000000004,1,0.9999326332679095,1,True,correct
311.1,3255.9,31.3,25,16.4,13,6,299.9,245.9,240.29999999999998,1,0.9999326332679095,1,True,correct
272.9,3054.7,32.2,21,13.9,15,6,310.1,299.9,276.7,1,0.9999897761250524,1,True,correct
276.6,3077.1,32.9,19,14.0,16,6,272.9,311.1,286.8666666666666,1,0.9999897761250524,1,True,correct
273.8,3039.8,33.2,17,13.2,17,6,276.6,310.1,291.98333333333335,1,0.9999897761250524,1,True,correct
301.7,3069.6,32.4,17,11.6,18,6,273.8,272.9,290.7333333333333,1,0.9999897761250524,1,True,correct
310.1,3084.5,31.6,18,11.7,19,6,301.7,276.6,291.03333333333336,1,0.9999897761250524,1,True,correct
312.9,3069.6,30.9,19,12.1,20,6,310.1,273.8,290.8666666666666,1,0.9999897761250524,1,True,correct
313.9,3062.2,30.5,19,12.4,21,6,312.9,301.7,291.3333333333333,1,0.9999897761250524,1,True,correct
327.8,3226.1,29.9,19,13.2,22,6,313.9,310.1,298.1666666666667,1,0.9999897761250524,1,True,correct
344.6,3211.2,29.3,20,14.1,23,6,327.8,312.9,306.7,1,0.9999897761250524,1,True,correct
351.1,3241.0,29.0,20,13.8,0,0,344.6,313.9,318.5,1,0.9982803998938016,1,True,correct
363.2,3173.9,28.5,20,14.1,1,0,351.1,327.8,326.73333333333335,1,0.998470363412195,1,True,correct
341.8,3255.9,27.9,21,13.9,2,0,363.2,344.6,335.5833333333333,1,0.9992669625858743,1,True,correct
253.3,2503.4,27.4,21,12.3,3,0,341.8,351.1,340.40000000000003,1,0.9998619242300558,1,True,correct
242.1,2399.1,26.5,22,7.0,4,0,253.3,363.2,330.3,1,0.9999664607691768,1,True,correct
181.6,1639.1,26.0,23,4.8,5,0,242.1,341.8,316.01666666666665,1,0.9999664607691768,1,True,correct
161.6,1348.6,25.6,23,6.1,6,0,181.6,253.3,288.85,1,0.9999664607691768,1,True,correct
126.2,875.4,25.5,23,5.0,7,0,161.6,242.1,257.26666666666665,1,0.9999770990670491,1,True,correct
112.9,596.0,27.2,21,4.1,8,0,126.2,181.6,217.76666666666668,1,0.9989171775360708,1,True,correct
101.0,629.6,30.0,18,7.0,9,0,112.9,161.6,179.61666666666667,1,0.9992088116307457,1,True,correct
116.6,1024.5,32.0,15,8.0,10,0,101.0,126.2,154.23333333333332,1,0.9997858806038038,1,True,correct
143.4,1575.8,33.4,13,9.6,11,0,116.6,112.9,133.31666666666666,1,0.9998795564948864,1,True,correct
176.5,2011.7,34.5,11,11.8,12,0,143.4,101.0,126.94999999999999,1,0.9999493385020161,1,True,correct
192.8,2235.2,34.9,12,11.4,13,0,176.5,116.6,129.43333333333334,1,0.9999563560458756,1,True,correct
186.7,2138.3,36.0,10,8.9,14,0,192.8,143.4,140.53333333333333,1,0.9999252578923286,1,True,correct
177.0,2056.4,35.7,9,12.2,15,0,186.7,176.5,152.83333333333334,1,0.9999897761250524,1,True,correct
146.2,1702.5,35.9,9,11.2,16,0,177.0,192.8,165.5,1,0.9999820015866656,1,True,correct
124.3,1441.7,35.1,10,12.2,17,0,146.2,186.7,170.4333333333333,1,0.9999059971589205,1,True,correct
147.6,1631.7,34.4,10,5.8,18,0,124.3,177.0,167.25,1,0.9998826735437601,1,True,correct
142.5,1385.8,33.7,11,4.5,19,0,147.6,146.2,162.4333333333333,1,0.9999192095308219,1,True,correct
146.7,1303.9,33.1,11,6.1,20,0,142.5,124.3,154.04999999999998,1,0.9999192095308219,1,True,correct
357.6,2801.4,26.7,36,14.5,21,0,146.7,147.6,147.38333333333333,1,0.9999960090818112,1,True,correct
409.8,3181.4,26.2,40,13.7,22,0,357.6,142.5,177.48333333333335,1,0.9999960090818112,1,True,correct
362.3,2436.3,25.8,43,13.0,23,0,409.8,146.7,221.41666666666666,1,0.9999960090818112,1,True,correct
292.4,2630.1,24.4,52,12.7,0,1,362.3,357.6,261.0833333333333,1,0.9983713308376931,1,True,correct
263.6,2458.7,23.7,57,11.6,1,1,292.4,409.8,285.2166666666667,1,0.9991417154424257,1,True,correct
260.8,2473.6,22.1,60,13.3,2,1,263.6,362.3,305.40000000000003,1,0.9989349672582752,1,True,correct
261.7,2466.1,22.7,53,6.5,3,1,260.8,292.4,324.4166666666667,1,0.9999295395826828,1,True,correct
228.2,2101.1,21.9,56,7.4,4,1,261.7,263.6,308.43333333333334,1,0.9999557080810048,1,True,correct
184.4,1624.2,21.3,57,4.9,5,1,228.2,260.8,278.1666666666667,1,0.9959557080810048,1,True,correct
191.9,1840.3,20.3,61,11.2,6,1,184.4,261.7,248.51666666666665,1,0.9999481118119101,1,True,correct
196.5,1981.9,20.0,62,10.7,7,1,191.9,228.2,231.76666666666665,1,0.9999481118119101,1,True,correct
178.3,1829.1,20.5,59,9.2,8,1,196.5,184.4,220.58333333333334,1,0.9999444285706579,1,True,correct
158.3,1616.8,21.2,58,10.3,9,1,178.3,191.9,206.83333333333334,1,0.9999700296201294,1,True,correct
142.5,1456.6,22.7,53,7.7,10,1,158.3,196.5,189.6,1,0.9999093024568797,1,True,correct
131.8,1344.8,23.4,50,8.7,11,1,142.5,178.3,175.3166666666667,1,0.9999182962736306,1,True,correct
127.6,1289.0,24.9,45,8.8,12,1,131.8,158.3,166.54999999999998,1,0.9999860928838001,1,True,correct
127.6,1281.5,26.4,40,4.5,13,1,127.6,142.5,155.83333333333334,1,0.999992325840559,1,True,correct
130.4,1326.2,27.8,36,3.6,14,1,127.6,131.8,144.35,1,0.9999480467537003,1,True,correct
126.2,1262.9,27.3,36,5.6,15,1,130.4,127.6,136.36666666666665,1,0.999992325840559,1,True,correct
129.9,1341.1,27.9,35,6.9,16,1,126.2,127.6,131.01666666666668,1,0.999992325840559,1,True,correct
136.0,1441.7,27.6,37,7.7,17,1,129.9,130.4,128.91666666666666,1,0.999992325840559,1,True,correct
137.4,1467.8,27.0,38,6.5,18,1,136.0,126.2,129.61666666666667,1,0.999992325840559,1,True,correct
149.0,1613.1,26.5,40,8.8,19,1,137.4,129.9,131.25,1,0.999992325840559,1,True,correct
146.2,1560.9,25.9,42,9.5,20,1,149.0,136.0,134.81666666666666,1,0.999992325840559,1,True,correct
76.8,577.4,23.9,40,10.9,21,1,146.2,137.4,137.45000000000002,1,0.9948172516211556,1,True,correct
66.4,423.8,23.1,41,8.2,22,1,76.8,149.0,129.21666666666667,1,0.9974195143974292,1,True,correct
60.1,329.7,22.5,41,9.1,23,1,66.4,146.2,118.63333333333333,1,0.9936324698423259,1,True,correct
78.9,577.4,22.1,42,7.6,0,2,60.1,76.8,105.98333333333333,1,0.9874859427623487,1,True,correct
114.3,1020.7,21.4,44,7.6,1,2,78.9,66.4,96.23333333333335,1,0.9991552158597922,1,True,correct
136.0,1266.6,20.8,46,6.9,2,2,114.3,60.1,90.45,1,0.9991795246698777,1,True,correct
183.9,1810.5,20.0,37,7.4,3,2,136.0,78.9,88.75,1,0.9995881406651506,1,True,correct
144.4,1311.3,19.7,37,5.9,4,2,183.9,114.3,106.60000000000001,1,0.999972579335636,1,True,correct
121.1,1046.8,19.5,38,6.2,5,2,144.4,136.0,119.60000000000002,1,0.999964568654728,1,True,correct
104.1,869.9,19.1,38,7.4,6,2,121.1,183.9,129.76666666666668,1,0.9999583356979692,1,True,correct
95.0,814.0,18.9,39,7.1,7,2,104.1,144.4,133.96666666666667,1,0.999964568654728,1,True,correct
89.4,800.9,19.2,40,7.0,8,2,95.0,121.1,130.75,1,0.999964568654728,1,True,correct
98.0,979.8,19.2,36,4.8,9,2,89.4,104.1,122.98333333333333,1,0.999964568654728,1,True,correct
109.9,1188.4,20.2,35,8.6,10,2,98.0,95.0,108.66666666666667,1,0.9999401913950313,1,True,correct
113.6,1236.8,22.2,33,5.6,11,2,109.9,89.4,102.91666666666667,1,0.9999398345796914,1,True,correct
115.7,1259.1,24.2,30,7.8,12,2,113.6,98.0,101.66666666666667,1,0.999979260399752,1,True,correct
116.4,1259.1,26.4,27,8.6,13,2,115.7,109.9,103.60000000000001,1,0.999984315159651,1,True,correct
115.9,1236.8,26.8,27,5.9,14,2,116.4,113.6,107.16666666666667,1,0.999984315159651,1,True,correct
122.0,1292.7,27.2,25,5.4,15,2,115.9,115.7,111.58333333333333,1,0.999984315159651,1,True,correct
110.8,1158.6,27.3,24,8.0,16,2,122.0,116.4,115.58333333333333,1,0.999984315159651,1,True,correct
131.3,1449.1,26.8,24,9.3,17,2,110.8,115.9,115.73333333333333,1,0.999992325840559,1,True,correct
240.3,2630.1,26.1,24,10.6,18,2,131.3,122.0,118.68333333333334,1,0.9999960090818112,1,True,correct
312.9,1803.0,25.7,24,10.0,19,2,240.3,110.8,139.45000000000002,1,0.9999960090818112,1,True,correct
275.7,2794.0,24.9,26,11.6,20,2,312.9,131.3,172.20000000000002,1,0.9999960090818112,1,True,correct
234.2,2376.7,23.8,27,10.5,21,2,275.7,240.3,198.83333333333334,1,0.9999897761250524,1,True,correct
199.3,2026.6,23.2,27,10.0,22,2,234.2,312.9,217.53333333333333,1,0.9999897761250524,1,True,correct
174.2,1777.0,22.4,29,9.0,23,2,199.3,275.7,232.28333333333333,1,0.9999860928838001,1,True,correct
143.9,1419.3,21.8,30,8.7,0,3,174.2,234.2,239.4333333333333,1,0.999788929945824,1,True,correct
95.0,752.5,21.4,31,7.3,1,3,143.9,199.3,223.36666666666667,1,0.9998367903130301,1,True,correct
78.7,549.5,21.1,32,5.2,2,3,95.0,174.2,187.05000000000004,1,0.988712397919842,1,True,correct
99.2,877.3,20.5,37,1.5,3,3,78.7,143.9,154.21666666666667,1,0.9996402466689757,1,True,correct
65.7,420.0,20.4,38,2.8,4,3,99.2,95.0,131.71666666666667,1,0.9970575038499866,1,True,correct
73.3,575.6,20.2,40,5.7,5,3,65.7,78.7,109.45,1,0.9987598795900774,1,True,correct
113.6,1132.5,19.6,41,7.1,6,3,73.3,99.2,92.63333333333333,1,0.9998206783350804,1,True,correct
122.5,1184.6,19.5,41,6.2,7,3,113.6,65.7,87.58333333333333,1,0.9997862367842791,1,True,correct
113.4,1058.0,20.6,39,7.5,8,3,122.5,73.3,92.16666666666667,1,0.9998933796414219,1,True,correct
117.8,1151.1,21.8,34,8.1,9,3,113.4,113.6,97.95,1,0.9999452461549302,1,True,correct
135.5,1408.2,24.0,30,8.3,10,3,117.8,122.5,101.05,1,0.999953256835838,1,True,correct
149.9,1587.0,22.7,36,0.9,11,3,135.5,113.4,112.68333333333332,1,0.9999179715657305,1,True,correct
170.9,1832.8,22.9,38,11.2,12,3,149.9,117.8,125.45,1,0.9999960090818112,1,True,correct
191.4,2041.5,23.0,40,8.4,13,3,170.9,135.5,135.0,1,0.999992325840559,1,True,correct
222.6,2384.2,24.7,38,9.9,14,3,191.4,149.9,146.48333333333332,1,0.9999897761250524,1,True,correct
194.6,2145.8,24.8,36,5.8,15,3,222.6,170.9,164.68333333333334,1,0.9999860928838001,1,True,correct
288.7,3196.3,25.4,33,16.2,16,3,194.6,191.4,177.48333333333335,1,0.9999326332679095,1,True,correct
351.1,2548.1,21.7,54,20.0,17,3,288.7,222.6,203.01666666666665,1,0.9999897761250524,1,True,correct
343.7,2525.7,22.1,54,6.6,18,3,351.1,194.6,236.54999999999998,1,0.9999860928838001,1,True,correct
311.1,3062.2,23.6,48,17.0,19,3,343.7,288.7,265.35,1,0.9999219949700372,1,True,correct
262.6,2600.3,23.1,49,14.9,20,3,311.1,351.1,285.3,1,0.9999113412170105,1,True,correct
262.6,2712.0,22.7,51,13.7,21,3,262.6,343.7,291.96666666666664,1,0.9999113412170105,1,True,correct
289.6,2928.1,23.4,46,13.9,22,3,262.6,311.1,303.3,1,0.9999791378271801,1,True,correct
308.3,3092.0,23.3,46,10.7,23,3,289.6,262.6,303.45,1,0.9999791378271801,1,True,correct
312.9,3099.4,23.0,46,11.2,0,4,308.3,262.6,296.31666666666666,1,0.9992788709755737,1,True,correct
231.0,2183.0,22.1,52,16.3,1,4,312.9,289.6,291.18333333333334,1,0.9986202284670689,1,True,correct
166.7,1356.0,21.7,55,13.1,2,4,231.0,308.3,277.8333333333333,1,0.9992669625858743,1,True,correct
249.6,2250.1,21.7,54,18.3,3,4,166.7,312.9,261.84999999999997,1,0.9998511715418837,1,True,correct
367.9,916.4,21.4,58,17.9,4,4,249.6,231.0,259.68333333333334,1,0.9999593913222571,1,True,correct
358.6,3255.9,21.1,60,11.8,5,4,367.9,166.7,272.7333333333333,1,0.9999374735140378,1,True,correct
353.0,3166.5,21.1,60,9.4,6,4,358.6,249.6,281.1166666666666,1,0.9999337902727856,1,True,correct
335.3,2913.2,21.1,50,8.5,7,4,353.0,367.9,287.79999999999995,1,0.9999557080810048,1,True,correct
286.8,2503.4,21.8,36,10.4,8,4,335.3,358.6,305.18333333333334,1,0.9999593913222571,1,True,correct
270.1,2473.6,23.2,30,12.6,9,4,286.8,353.0,325.2,1,0.999970144010429,1,True,correct
251.5,2406.5,24.6,23,14.8,10,4,270.1,335.3,328.6166666666666,1,0.999970144010429,1,True,correct
240.3,2376.7,25.9,18,15.3,11,4,251.5,286.8,309.2166666666667,1,0.9999897761250524,1,True,correct
225.8,2294.8,26.8,16,12.1,12,4,240.3,270.1,289.50000000000006,1,0.9999897761250524,1,True,correct
209.5,2190.5,27.5,15,8.4,13,4,225.8,251.5,268.3,1,0.9999664525098919,1,True,correct
192.3,2041.5,28.1,13,8.3,14,4,209.5,240.3,247.33333333333334,1,0.9999664525098919,1,True,correct
148.5,1560.9,28.7,8,7.4,15,4,192.3,225.8,231.58333333333334,1,0.9999664525098919,1,True,correct
132.7,1378.4,28.5,7,8.1,16,4,148.5,209.5,211.3166666666667,1,0.9999129765740631,1,True,correct
110.1,1087.8,27.6,8,9.5,17,4,132.7,192.3,191.51666666666665,1,0.9997670348586725,1,True,correct
88.0,715.3,26.8,9,8.1,18,4,110.1,148.5,169.8166666666667,1,0.9999111988499141,1,True,correct
89.9,648.2,25.2,16,8.9,19,4,88.0,132.7,146.85,1,0.9996208000741799,1,True,correct
89.9,592.3,24.0,23,6.8,20,4,89.9,110.1,126.91666666666667,1,0.9996266265186313,1,True,correct
79.2,454.5,23.4,23,10.9,21,4,89.9,88.0,109.85000000000001,1,0.9973372610440409,1,True,correct
89.9,670.6,22.5,27,9.3,22,4,79.2,89.9,98.3,1,0.9877047678108007,1,True,correct
120.6,1158.6,21.4,31,9.1,23,4,89.9,89.9,91.16666666666667,1,0.9998649013696654,1,True,correct
154.6,1613.1,20.9,35,6.5,0,5,120.6,79.2,92.91666666666667,1,0.9985674016806486,1,True,correct
164.4,1706.2,20.4,37,5.3,1,5,154.6,89.9,104.01666666666665,1,0.9985237898413992,1,True,correct
157.4,1583.2,19.9,38,4.8,2,5,164.4,120.6,116.43333333333334,1,0.998783271012874,1,True,correct
146.7,1356.0,20.2,35,6.1,3,5,157.4,154.6,127.68333333333334,1,0.9999213510649128,1,True,correct
140.6,1315.0,19.4,39,6.5,4,5,146.7,164.4,138.9333333333333,1,0.9999363463788772,1,True,correct
126.2,1132.5,18.9,42,5.8,5,5,140.6,157.4,147.38333333333333,1,0.9998967424184811,1,True,correct
113.2,961.1,18.5,44,7.0,6,5,126.2,146.7,148.31666666666666,1,0.999894964694332,1,True,correct
112.2,964.9,18.5,45,5.8,7,5,113.2,140.6,141.41666666666666,1,0.999894964694332,1,True,correct
116.2,1087.8,19.6,46,5.9,8,5,112.2,126.2,132.71666666666667,1,0.999964568654728,1,True,correct
142.5,1486.4,21.1,48,6.9,9,5,116.2,113.2,125.85000000000001,1,0.999972579335636,1,True,correct
168.6,1806.8,23.2,42,9.3,10,5,142.5,112.2,125.15000000000002,1,0.999983332023808,1,True,correct
179.7,1885.0,24.7,40,10.1,11,5,168.6,116.2,129.8166666666667,1,0.9999960090818112,1,True,correct
175.1,1791.9,25.9,37,10.2,12,5,179.7,142.5,138.73333333333332,1,0.9999960090818112,1,True,correct
184.4,1929.7,27.0,33,8.4,13,5,175.1,168.6,149.05,1,0.9999860928838001,1,True,correct
167.6,1709.9,28.0,28,6.1,14,5,184.4,179.7,161.08333333333334,1,0.9999860928838001,1,True,correct
138.8,1434.2,27.9,25,5.5,15,5,167.6,175.1,169.65,1,0.9999860928838001,1,True,correct
117.6,1203.3,29.0,21,7.6,16,5,138.8,184.4,169.03333333333333,1,0.9999780822028922,1,True,correct
100.1,1013.3,28.6,20,11.4,17,5,117.6,167.6,160.53333333333333,1,0.9999501721646563,1,True,correct
101.5,990.9,26.3,30,14.7,18,5,100.1,138.8,147.26666666666668,1,0.9999564051214151,1,True,correct
130.9,1255.4,26.6,29,7.2,19,5,101.5,117.6,135.0,1,0.999992325840559,1,True,correct
177.9,1762.1,26.1,30,12.8,20,5,130.9,100.1,126.08333333333333,1,0.9999960090818112,1,True,correct
237.5,2317.1,25.0,41,9.3,21,5,177.9,101.5,127.8,1,0.999992325840559,1,True,correct
328.8,3196.3,24.4,49,11.1,22,5,237.5,130.9,144.25,1,0.9999282124716417,1,True,correct
353.0,3002.6,23.8,54,12.7,23,5,328.8,177.9,179.45000000000002,1,0.9999219795148829,1,True,correct
355.8,3077.1,23.4,54,11.6,0,6,353.0,237.5,221.6,1,0.9992804882944251,1,True,correct
332.5,3136.7,23.0,46,8.0,1,6,355.8,328.8,263.98333333333335,1,0.9998251417170446,1,True,correct
300.8,2846.1,22.0,56,7.6,2,6,332.5,353.0,297.5833333333333,1,0.9989682684934043,1,True,correct
299.0,2846.1,22.9,58,9.8,3,6,300.8,355.8,318.06666666666666,1,0.999883420843737,1,True,correct
251.5,2406.5,22.6,58,9.0,4,6,299.0,332.5,328.31666666666666,1,0.9998381094906373,1,True,correct
221.7,2116.0,22.1,60,8.0,5,6,251.5,300.8,315.43333333333334,1,0.9998839882925875,1,True,correct
209.1,1974.4,21.5,63,6.4,6,6,221.7,299.0,293.55,1,0.9998839882925875,1,True,correct
216.5,2056.4,21.8,61,6.2,7,6,209.1,251.5,269.09999999999997,1,0.9998839882925875,1,True,correct
219.3,2116.0,23.3,55,6.5,8,6,216.5,221.7,249.76666666666665,1,0.9998985497687076,1,True,correct
292.4,3024.9,25.2,47,8.1,9,6,219.3,209.1,236.1833333333333,1,0.9999663463788772,1,True,correct
324.1,2197.9,27.7,33,6.8,10,6,292.4,216.5,235.08333333333334,1,0.9999770990670491,1,True,correct
297.1,3047.3,29.8,25,10.2,11,6,324.1,219.3,247.1833333333333,1,0.9999897761250524,1,True,correct
281.3,2980.2,30.3,23,16.1,12,6,297.1,292.4,259.75,1,0.9999326332679095,1,True,correct
250.5,2689.7,29.8,24,15.5,13,6,281.3,324.1,271.78333333333336,1,0.9999897761250524,1,True,correct
222.1,2406.5,30.6,23,13.7,14,6,250.5,297.1,277.45,1,0.9999897761250524,1,True,correct
209.5,2384.2,30.5,20,12.7,15,6,222.1,281.3,277.9166666666667,1,0.9999897761250524,1,True,correct
166.7,1877.5,30.0,22,9.3,16,6,209.5,250.5,264.1,1,0.9999860928838001,1,True,correct
147.1,1657.8,30.2,24,5.6,17,6,166.7,222.1,237.86666666666665,1,0.9999860928838001,1,True,correct
157.4,1754.6,29.7,24,5.1,18,6,147.1,209.5,212.86666666666667,1,0.9999860928838001,1,True,correct
172.8,1892.4,27.8,29,12.4,19,6,157.4,166.7,192.21666666666667,1,0.9999897761250524,1,True,correct
224.4,2399.1,27.5,30,3.9,20,6,172.8,147.1,179.26666666666668,1,0.9993543423551179,1,True,correct
291.5,3069.6,24.8,37,6.1,21,6,224.4,157.4,179.65,1,0.9999860928838001,1,True,correct
268.2,2659.9,24.8,37,8.0,22,6,291.5,172.8,193.3166666666667,1,0.9999860928838001,1,True,correct
223.1,2242.6,24.5,39,9.0,23,6,268.2,224.4,210.23333333333335,1,0.9999860928838001,1,True,correct
219.8,2287.3,24.1,39,8.9,0,0,223.1,291.5,222.9,1,0.9997654005340594,1,True,correct
243.1,2481.0,23.5,39,10.4,1,0,219.8,268.2,233.29999999999998,1,0.9998249548234255,1,True,correct
247.7,2466.1,22.8,43,12.5,2,0,243.1,223.1,245.01666666666665,1,0.9994235686414792,1,True,correct
92.4,782.3,21.3,62,8.7,3,0,247.7,219.8,248.89999999999998,1,0.9999102493914281,1,True,correct
92.2,806.5,20.9,65,5.7,4,0,92.4,243.1,215.71666666666667,1,0.9999364178897501,1,True,correct
84.1,711.5,20.4,68,4.7,5,0,92.2,247.7,186.38333333333333,1,0.9919364178897501,1,True,correct
84.3,717.1,19.9,72,5.6,6,0,84.1,92.4,163.21666666666667,1,0.9996540156405123,1,True,correct
78.7,597.9,20.0,72,4.0,7,0,84.3,92.2,140.63333333333333,1,0.9995052658258753,1,True,correct
68.7,536.4,21.3,67,3.1,8,0,78.7,84.1,113.23333333333333,1,0.9984046378953275,1,True,correct
91.3,940.6,22.1,60,9.2,9,0,68.7,84.3,83.39999999999999,1,0.9996707451332385,1,True,correct
74.3,679.9,23.1,56,9.1,10,0,91.3,78.7,83.21666666666667,1,0.9823420183285655,1,True,correct
56.7,436.8,24.0,53,8.4,11,0,74.3,68.7,80.23333333333333,1,0.992237575916905,1,True,correct
54.6,415.4,26.5,45,6.5,12,0,56.7,91.3,75.66666666666667,1,0.9965100025328001,1,True,correct
44.7,310.1,28.3,34,5.5,13,0,54.6,74.3,70.71666666666667,1,0.9661915242111442,1,True,correct
44.4,292.4,29.0,26,6.7,14,0,44.7,56.7,65.05,1,0.9703301337313694,1,True,correct
95.5,1020.7,26.7,30,4.9,15,0,44.4,54.6,61.0,1,0.9983373992594875,1,True,correct
112.2,1210.7,28.5,21,0.7,16,0,95.5,44.7,61.70000000000001,1,0.9998647844928225,1,True,correct
105.9,1106.4,28.4,20,4.5,17,0,112.2,44.4,68.01666666666667,1,0.9958866787653802,1,True,correct
105.9,1069.2,27.7,20,7.8,18,0,105.9,95.5,76.21666666666667,1,0.9999541901294817,1,True,correct
102.4,875.4,27.3,21,4.1,19,0,105.9,112.2,84.76666666666667,1,0.9999569162895945,1,True,correct
93.1,769.3,27.0,22,1.0,20,0,102.4,105.9,94.38333333333334,1,0.9999352360727923,1,True,correct
82.2,694.8,25.7,26,2.7,21,0,93.1,105.9,102.5,1,0.9999400360727924,1,True,correct
61.9,441.4,25.0,28,2.7,22,0,82.2,102.4,100.28333333333335,1,0.99700218448135,1,True,correct
