pm2_5,pm10,temperature_2m,relative_humidity_2m,wind_speed_10m,hour,day_of_week,pm2_5_lag_1,pm2_5_lag_3,pm2_5_rolling_mean_6,high_pollution_next_hour,prediction_probability,prediction,correct,error_type
238.0,2607.7,28.1,15,10.9,19,2,220.3,183.9,221.5,1,0.9999897761250524,1,True,correct
258.9,2808.9,27.3,16,11.0,20,2,238.0,192.8,215.21666666666667,1,0.9999897761250524,1,True,correct
268.2,2875.9,26.3,17,11.7,21,2,258.9,220.3,214.75,1,0.9999897761250524,1,True,correct
265.4,2823.8,24.9,18,11.4,22,2,268.2,238.0,227.01666666666665,1,0.9999897761250524,1,True,correct
259.8,2771.6,24.0,19,11.2,23,2,265.4,258.9,240.6,1,0.9999897761250524,1,True,correct
258.9,2771.6,23.3,20,11.8,0,3,259.8,268.2,251.76666666666665,1,0.9992895092734461,1,True,correct
265.4,2838.7,22.8,21,12.6,1,3,258.9,265.4,258.2,1,0.9986202284670689,1,True,correct
270.1,2875.9,22.2,22,11.9,2,3,265.4,259.8,262.76666666666665,1,0.9990457101540956,1,True,correct
276.6,2875.9,22.0,21,11.1,3,3,270.1,258.9,264.63333333333327,1,0.9998619242300558,1,True,correct
262.6,2771.6,21.2,22,9.6,4,3,276.6,265.4,266.03333333333336,1,0.9999664607691768,1,True,correct
245.9,2600.3,20.5,23,9.4,5,3,262.6,270.1,265.56666666666666,1,0.9999664607691768,1,True,correct
222.1,2339.5,20.0,23,8.8,6,3,245.9,276.6,263.25,1,0.9999664607691768,1,True,correct
198.4,2071.3,19.9,23,8.4,7,3,222.1,262.6,257.1166666666666,1,0.9999770990670491,1,True,correct
180.2,1862.6,21.1,21,8.0,8,3,198.4,245.9,245.95000000000002,1,0.9999770990670491,1,True,correct
157.9,1613.1,23.0,19,5.6,9,3,180.2,222.1,230.96666666666667,1,0.9999770990670491,1,True,correct
160.2,1832.8,25.9,15,6.2,10,3,157.9,198.4,211.1833333333333,1,0.999957458693141,1,True,correct
181.6,2145.8,28.0,13,9.4,11,3,160.2,180.2,194.11666666666667,1,0.9999664525098919,1,True,correct
195.6,2294.8,29.3,12,9.4,12,3,181.6,157.9,183.4,1,0.9999664525098919,1,True,correct
194.6,2287.3,30.2,11,7.8,13,3,195.6,160.2,178.98333333333335,1,0.9996028161462557,1,True,correct
180.2,2138.3,30.9,11,6.1,14,3,194.6,181.6,178.35,1,0.9995725131159527,1,True,correct
148.1,1780.7,31.1,11,6.1,15,3,180.2,195.6,178.35,1,0.9995725131159527,1,True,correct
143.9,1739.7,31.2,11,5.5,16,3,148.1,194.6,176.71666666666667,1,0.9998826735437601,1,True,correct
137.8,1650.3,30.7,11,7.6,17,3,143.9,180.2,174.0,1,0.9998826735437601,1,True,correct
150.4,1631.7,28.8,12,13.4,18,3,137.8,148.1,166.70000000000002,1,0.9999425331459824,1,True,correct
189.1,2056.4,27.7,13,11.5,19,3,150.4,143.9,159.16666666666666,1,0.9999425331459824,1,True,correct
241.2,2630.1,27.1,13,10.9,20,3,189.1,137.8,158.25,1,0.9999960090818112,1,True,correct
278.5,2957.9,26.4,14,12.2,21,3,241.2,150.4,168.41666666666666,1,0.9999897761250524,1,True,correct
295.2,3084.5,25.3,15,12.4,22,3,278.5,189.1,190.15,1,0.9999897761250524,1,True,correct
299.9,3114.3,24.3,16,11.9,23,3,295.2,241.2,215.36666666666667,1,0.9999897761250524,1,True,correct
293.4,3047.3,23.5,17,11.2,0,4,299.9,278.5,242.38333333333333,1,0.9991062166890899,1,True,correct
275.7,2868.5,22.8,18,10.9,1,4,293.4,295.2,266.21666666666664,1,0.9997980478351329,1,True,correct
251.5,2615.2,22.1,19,10.5,2,4,275.7,299.9,280.65000000000003,1,0.9993280348469465,1,True,correct
285.0,2913.2,21.7,21,11.7,3,4,251.5,293.4,282.3666666666666,1,0.9998619242300558,1,True,correct
292.4,3039.8,21.2,22,11.2,4,4,285.0,275.7,283.45,1,0.999970144010429,1,True,correct
285.9,3002.6,20.7,23,10.3,5,4,292.4,251.5,282.9833333333333,1,0.999970144010429,1,True,correct
260.8,2734.4,20.1,24,7.9,6,4,285.9,285.0,280.65000000000003,1,0.9999664607691768,1,True,correct
220.7,2287.3,19.9,25,6.9,7,4,260.8,292.4,275.21666666666664,1,0.9999664607691768,1,True,correct
188.6,1791.9,20.9,24,5.6,8,4,220.7,285.9,266.04999999999995,1,0.9999664607691768,1,True,correct
137.4,1356.0,23.2,22,5.5,9,4,188.6,260.8,255.56666666666663,1,0.9999770990670491,1,True,correct
137.4,1546.0,25.7,20,7.1,10,4,137.4,220.7,230.9666666666667,1,0.9999770990670491,1,True,correct
158.8,1870.1,27.9,18,8.5,11,4,137.4,188.6,205.13333333333333,1,0.9999860928838001,1,True,correct
167.6,1989.3,29.4,16,8.9,12,4,158.8,137.4,183.95000000000002,1,0.999992325840559,1,True,correct
165.8,1959.5,30.6,15,8.3,13,4,167.6,137.4,168.41666666666666,1,0.9999726854666507,1,True,correct
157.9,1870.1,31.4,14,7.7,14,4,165.8,158.8,159.26666666666668,1,0.9999664525098919,1,True,correct
168.1,2019.1,31.4,13,10.1,15,4,157.9,167.6,154.15,1,0.9999897761250524,1,True,correct
157.9,1899.9,31.0,13,11.0,16,4,168.1,165.8,159.26666666666668,1,0.9999897761250524,1,True,correct
155.1,1862.6,29.9,14,11.7,17,4,157.9,157.9,162.68333333333334,1,0.9999897761250524,1,True,correct
174.6,1944.6,28.8,16,10.1,18,4,155.1,168.1,162.06666666666666,1,0.9999897761250524,1,True,correct
188.6,2034.0,27.9,18,11.5,19,4,174.6,157.9,163.23333333333332,1,0.9999897761250524,1,True,correct
212.8,2317.1,27.2,19,11.3,20,4,188.6,155.1,167.03333333333333,1,0.9999897761250524,1,True,correct
236.6,2570.5,26.1,20,12.1,21,4,212.8,174.6,176.1833333333333,1,0.9999897761250524,1,True,correct
253.3,2726.9,25.1,22,12.3,22,4,236.6,188.6,187.6,1,0.9999897761250524,1,True,correct
260.8,2794.0,24.2,23,11.9,23,4,253.3,212.8,203.5,1,0.9999897761250524,1,True,correct
257.0,2741.8,23.3,25,11.5,0,5,260.8,236.6,221.1166666666667,1,0.9992804882944251,1,True,correct
243.1,2600.3,22.5,27,11.2,1,5,257.0,253.3,234.85,1,0.999336359342539,1,True,correct
222.1,2376.7,21.8,29,11.1,2,5,243.1,260.8,243.93333333333337,1,0.9985307681701805,1,True,correct
250.5,2622.6,21.4,30,10.6,3,5,222.1,257.0,245.48333333333335,1,0.9999246138099795,1,True,correct
224.9,2391.6,21.1,32,10.7,4,5,250.5,243.1,247.79999999999998,1,0.9999507823083015,1,True,correct
206.3,2212.8,20.7,33,10.5,5,5,224.9,222.1,243.0666666666667,1,0.9999507823083015,1,True,correct
190.9,2048.9,20.2,36,9.9,6,5,206.3,250.5,233.98333333333332,1,0.9999400296201294,1,True,correct
184.4,1974.4,20.0,37,10.1,7,5,190.9,224.9,222.9666666666667,1,0.9999400296201294,1,True,correct
202.6,2056.4,21.0,36,6.8,8,5,184.4,206.3,213.1833333333333,1,0.9999663463788772,1,True,correct
186.3,1974.4,23.2,32,8.3,9,5,202.6,190.9,209.93333333333337,1,0.9999770990670491,1,True,correct
211.4,2414.0,25.7,27,11.0,10,5,186.3,184.4,199.23333333333335,1,0.9999807823083015,1,True,correct
250.5,2898.3,27.5,23,12.6,11,5,211.4,202.6,196.98333333333335,1,0.9999897761250524,1,True,correct
273.8,3151.6,29.1,20,12.9,12,5,250.5,186.3,204.35000000000002,1,0.9999897761250524,1,True,correct
271.0,3114.3,30.2,17,13.6,13,5,273.8,211.4,218.16666666666666,1,0.9999897761250524,1,True,correct
245.9,2801.4,31.0,14,13.7,14,5,271.0,250.5,232.60000000000002,1,0.9999897761250524,1,True,correct
249.6,2928.1,30.9,13,13.1,15,5,245.9,273.8,239.8166666666667,1,0.9999897761250524,1,True,correct
221.2,2577.9,30.7,13,12.4,16,5,249.6,271.0,250.36666666666667,1,0.9999897761250524,1,True,correct
211.9,2488.5,29.8,14,12.0,17,5,221.2,245.9,252.0,1,0.9999897761250524,1,True,correct
223.5,2503.4,28.7,16,10.2,18,5,211.9,249.6,245.56666666666663,1,0.9999897761250524,1,True,correct
211.9,2279.9,27.7,18,9.1,19,5,223.5,221.2,237.1833333333333,1,0.9999860928838001,1,True,correct
191.9,2011.7,26.9,20,8.7,20,5,211.9,211.9,227.33333333333334,1,0.9999860928838001,1,True,correct
166.2,1691.3,26.0,21,7.2,21,5,191.9,223.5,218.33333333333334,1,0.9999860928838001,1,True,correct
146.2,1464.0,25.4,22,8.3,22,5,166.2,211.9,204.4333333333333,1,0.9999860928838001,1,True,correct
138.3,1393.3,24.6,24,7.2,23,5,146.2,191.9,191.9333333333333,1,0.9999860928838001,1,True,correct
119.7,1154.8,24.1,25,4.4,0,6,138.3,166.2,179.66666666666666,1,0.9997830714702527,1,True,correct
104.5,976.0,23.0,29,2.3,1,6,119.7,146.2,162.36666666666665,1,0.9994036632795065,1,True,correct
95.2,886.6,22.2,31,1.5,2,6,104.5,138.3,144.46666666666667,1,0.997971528360049,1,True,correct
90.1,741.3,22.0,27,11.8,3,6,95.2,119.7,128.35,1,0.9957059165814119,1,True,correct
216.1,2250.1,20.7,28,9.2,4,6,90.1,104.5,115.66666666666667,1,0.99993353004361,1,True,correct
260.8,2652.4,19.8,25,10.8,5,6,216.1,95.2,127.31666666666668,1,0.9999372132848622,1,True,correct
295.2,2920.6,19.0,22,10.4,6,6,260.8,90.1,147.73333333333332,1,0.9999238799515289,1,True,correct
303.6,2898.3,18.4,22,8.8,7,6,295.2,216.1,176.98333333333335,1,0.9999272970868511,1,True,correct
298.0,2689.7,19.1,23,6.9,8,6,303.6,260.8,210.16666666666666,1,0.9999770990670491,1,True,correct
248.7,2369.3,20.7,24,10.0,9,6,298.0,295.2,243.96666666666667,1,0.9999807823083015,1,True,correct
256.1,2577.9,22.3,24,9.7,10,6,248.7,303.6,270.40000000000003,1,0.999970144010429,1,True,correct
257.0,2659.9,24.0,23,10.2,11,6,256.1,298.0,277.06666666666666,1,0.9999791378271801,1,True,correct
248.7,2600.3,25.3,21,10.3,12,6,257.0,248.7,276.43333333333334,1,0.9999791378271801,1,True,correct
233.3,2466.1,26.1,20,10.1,13,6,248.7,256.1,268.68333333333334,1,0.9999791378271801,1,True,correct
220.3,2346.9,26.7,19,10.3,14,6,233.3,257.0,256.9666666666667,1,0.9999897761250524,1,True,correct
221.2,2391.6,26.6,18,11.0,15,6,220.3,248.7,244.01666666666668,1,0.9999897761250524,1,True,correct
217.5,2361.8,26.4,17,11.8,16,6,221.2,233.3,239.4333333333333,1,0.9999897761250524,1,True,correct
228.6,2473.6,25.5,17,12.2,17,6,217.5,220.3,233.0,1,0.9999897761250524,1,True,correct
259.8,2726.9,24.5,17,11.3,18,6,228.6,221.2,228.26666666666668,1,0.9999897761250524,1,True,correct
273.8,2823.8,23.5,17,11.3,19,6,259.8,217.5,230.11666666666667,1,0.9999897761250524,1,True,correct
283.1,2868.5,22.5,18,10.0,20,6,273.8,228.6,236.86666666666667,1,0.9999897761250524,1,True,correct
270.1,2704.6,21.7,19,8.5,21,6,283.1,259.8,247.33333333333334,1,0.9999860928838001,1,True,correct
248.7,2466.1,20.9,20,8.5,22,6,270.1,273.8,255.48333333333335,1,0.9999860928838001,1,True,correct
234.7,2332.0,19.8,21,8.8,23,6,248.7,283.1,260.68333333333334,1,0.9999754545859277,1,True,correct
234.7,2346.9,18.8,22,9.2,0,0,234.7,270.1,261.7,1,0.9997547622361871,1,True,correct
229.6,2279.9,17.8,25,8.8,1,0,234.7,248.7,257.51666666666665,1,0.9998212715821733,1,True,correct
220.7,2175.6,16.9,28,8.4,2,0,229.6,234.7,250.15,1,0.9954809576612992,1,True,correct
230.5,2250.1,16.1,31,7.7,3,0,220.7,234.7,239.75,1,0.9999509305687272,1,True,correct
218.4,2130.9,15.5,33,8.2,4,0,230.5,229.6,233.15,1,0.9999770990670491,1,True,correct
213.7,2108.5,14.8,36,8.1,5,0,218.4,220.7,228.1,1,0.9999663463788772,1,True,correct
217.5,2168.1,14.1,38,8.0,6,0,213.7,230.5,224.6,1,0.9999663463788772,1,True,correct
217.0,2175.6,13.7,41,7.7,7,0,217.5,218.4,221.73333333333335,1,0.9999663463788772,1,True,correct
207.2,2019.1,14.5,40,6.0,8,0,217.0,213.7,219.63333333333333,1,0.9999663463788772,1,True,correct
188.1,1996.8,16.6,37,8.1,9,0,207.2,217.5,217.38333333333333,1,0.9999663463788772,1,True,correct
198.8,2257.5,18.3,34,11.4,10,0,188.1,217.0,210.31666666666663,1,0.9999807823083015,1,True,correct
211.9,2414.0,19.8,29,11.2,11,0,198.8,207.2,207.04999999999998,1,0.9999897761250524,1,True,correct
208.6,2391.6,21.3,24,10.2,12,0,211.9,188.1,206.75,1,0.9999897761250524,1,True,correct
202.1,2346.9,22.8,20,9.9,13,0,208.6,198.8,205.26666666666665,1,0.9999897761250524,1,True,correct
195.1,2302.2,23.7,17,10.7,14,0,202.1,211.9,202.78333333333333,1,0.9999897761250524,1,True,correct
202.6,2391.6,23.6,17,10.7,15,0,195.1,208.6,200.76666666666665,1,0.9999897761250524,1,True,correct
187.2,2242.6,23.6,18,11.2,16,0,202.6,202.1,203.1833333333333,1,0.9999897761250524,1,True,correct
171.8,2086.2,23.0,19,11.4,17,0,187.2,195.1,201.25,1,0.9999897761250524,1,True,correct
177.0,2056.4,22.2,20,10.0,18,0,171.8,202.6,194.5666666666667,1,0.9999897761250524,1,True,correct
158.8,1739.7,21.3,22,9.4,19,0,177.0,187.2,189.29999999999998,1,0.9999860928838001,1,True,correct
142.0,1497.6,20.3,24,8.5,20,0,158.8,171.8,182.08333333333334,1,0.9999860928838001,1,True,correct
120.1,1199.5,19.4,26,7.4,21,0,142.0,177.0,173.23333333333335,1,0.9999780822028922,1,True,correct
97.6,907.1,18.5,28,6.8,22,0,120.1,158.8,159.48333333333332,1,0.9999384782424963,1,True,correct
76.1,635.2,17.7,29,5.5,23,0,97.6,142.0,144.55,1,0.9994210020078199,1,True,correct
57.6,415.4,17.0,31,4.8,0,1,76.1,120.1,128.6,1,0.9865242911090727,1,True,correct
46.6,305.5,16.3,33,5.2,1,1,57.6,97.6,108.7,1,0.955488624379717,1,True,correct
44.2,308.3,15.6,35,5.9,2,1,46.6,76.1,90.0,1,0.9364859422839863,1,True,correct
49.5,340.9,14.5,39,3.5,3,1,44.2,57.6,73.7,1,0.9762490904901765,1,True,correct
41.1,249.6,14.7,36,4.9,4,1,49.5,46.6,61.93333333333334,0,0.7945028954927913,1,False,false_positive
30.7,145.8,14.1,38,4.4,5,1,41.1,44.2,52.51666666666667,0,0.12305909365231732,0,True,correct
26.4,109.2,13.5,39,3.3,6,1,30.7,49.5,44.949999999999996,0,0.045324293097735634,0,True,correct
27.8,99.0,13.1,41,3.3,7,1,26.4,41.1,39.75,1,0.05780646229029157,0,False,false_negative
41.2,207.7,14.3,37,1.0,8,1,27.8,30.7,36.61666666666667,1,0.818661624181129,1,True,correct
38.1,244.0,17.4,31,1.0,9,1,41.2,26.4,36.11666666666667,0,0.6499688004318588,1,False,false_positive
33.4,257.0,19.6,24,2.0,10,1,38.1,27.8,34.21666666666667,1,0.20947069574188687,0,False,false_negative
37.3,317.6,21.3,20,1.8,11,1,33.4,41.2,32.93333333333334,1,0.7774898031605295,1,True,correct
39.8,351.1,22.8,17,2.0,12,1,37.3,38.1,34.03333333333333,1,0.8852863062328489,1,True,correct
42.1,382.8,24.1,15,2.5,13,1,39.8,33.4,36.26666666666667,1,0.9483527280707663,1,True,correct
44.9,422.8,25.0,13,2.9,14,1,42.1,37.3,38.65,1,0.9856644377800537,1,True,correct
55.8,588.6,25.0,13,3.1,15,1,44.9,39.8,39.26666666666666,1,0.9966927679315045,1,True,correct
55.1,583.0,25.3,12,3.5,16,1,55.8,42.1,42.21666666666666,1,0.9904840826501907,1,True,correct
53.2,549.5,24.7,13,4.6,17,1,55.1,44.9,45.833333333333336,1,0.998616703506628,1,True,correct
46.3,360.4,23.9,14,5.9,18,1,53.2,55.8,48.48333333333333,1,0.9824714449902687,1,True,correct
44.8,297.1,23.1,16,6.8,19,1,46.3,55.1,49.56666666666666,1,0.9839856863041129,1,True,correct
41.3,252.4,22.3,17,6.5,20,1,44.8,53.2,50.01666666666666,1,0.9024388354610131,1,True,correct
46.0,326.9,21.2,18,4.3,21,1,41.3,46.3,49.416666666666664,1,0.9718278376835803,1,True,correct
47.4,349.2,20.7,19,5.7,22,1,46.0,44.8,47.78333333333333,1,0.9693684575715255,1,True,correct
49.8,383.7,19.7,20,6.7,23,1,47.4,41.3,46.5,1,0.9712574914898852,1,True,correct
58.3,493.6,18.8,21,6.5,0,2,49.8,46.0,45.93333333333333,1,0.9693616676015656,1,True,correct
58.4,484.3,17.9,22,6.6,1,2,58.3,47.4,47.93333333333334,1,0.9673290924290026,1,True,correct
50.9,380.9,17.1,23,5.9,2,2,58.4,49.8,50.199999999999996,1,0.9410978332487255,1,True,correct
67.8,525.3,15.4,27,4.4,3,2,50.9,58.3,51.79999999999999,1,0.9888026917372447,1,True,correct
56.0,411.6,15.5,25,6.2,4,2,67.8,58.4,55.43333333333333,1,0.9970858043043287,1,True,correct
47.0,323.2,15.0,26,6.0,5,2,56.0,50.9,56.86666666666667,1,0.9730821457495716,1,True,correct
46.1,327.8,14.5,27,6.4,6,2,47.0,67.8,56.4,1,0.980033166517945,1,True,correct
59.5,488.0,14.3,27,7.1,7,2,46.1,56.0,54.366666666666674,1,0.9949468181740352,1,True,correct
105.0,1043.1,15.6,25,7.7,8,2,59.5,47.0,54.550000000000004,1,0.9995658532067225,1,True,correct
128.5,1296.4,18.6,21,6.4,9,2,105.0,46.1,63.56666666666666,1,0.99969360732476,1,True,correct
153.7,1739.7,21.3,17,10.5,10,2,128.5,59.5,73.68333333333334,1,0.999949747377748,1,True,correct
186.7,2160.7,23.1,14,11.4,11,2,153.7,105.0,89.96666666666665,1,0.9999515560458756,1,True,correct
199.3,2294.8,24.6,12,11.0,12,2,186.7,128.5,113.25,1,0.9999563560458756,1,True,correct
195.1,2257.5,25.8,10,10.5,13,2,199.3,153.7,138.78333333333333,1,0.9999501230891168,1,True,correct
190.0,2212.8,26.4,10,10.7,14,2,195.1,186.7,161.38333333333333,1,0.9999594730947493,1,True,correct
189.1,2212.8,26.3,10,11.1,15,2,190.0,199.3,175.54999999999998,1,0.9999594730947493,1,True,correct
174.2,2041.5,26.1,10,10.4,16,2,189.1,195.1,185.64999999999998,1,0.9999594730947493,1,True,correct
162.5,1899.9,25.4,10,9.6,17,2,174.2,190.0,189.0666666666667,1,0.999936149479589,1,True,correct
165.3,1739.7,24.5,11,8.4,18,2,162.5,189.1,185.03333333333333,1,0.999936149479589,1,True,correct
152.7,1475.2,23.7,13,8.8,19,2,165.3,174.2,179.36666666666667,1,0.9999664525098919,1,True,correct
152.7,1486.4,22.8,14,8.7,20,2,152.7,162.5,172.29999999999998,1,0.9999664525098919,1,True,correct
151.3,1478.9,21.8,15,8.1,21,2,152.7,165.3,166.08333333333334,1,0.9999664525098919,1,True,correct
147.6,1441.7,20.9,17,8.9,22,2,151.3,152.7,159.78333333333333,1,0.9999860928838001,1,True,correct
135.5,1281.5,19.8,18,8.8,23,2,147.6,152.7,155.35,1,0.9999860928838001,1,True,correct
108.3,923.9,19.1,19,8.2,0,3,135.5,151.3,150.85,1,0.9995802131613759,1,True,correct
80.8,601.6,18.5,20,7.7,1,3,108.3,147.6,141.35,1,0.9928393748552611,1,True,correct
63.8,424.7,17.9,21,7.0,2,3,80.8,135.5,129.36666666666667,1,0.9718312016980394,1,True,correct
72.2,499.2,17.1,23,6.5,3,3,63.8,108.3,114.55,1,0.9948505289234866,1,True,correct
61.0,413.5,16.9,23,7.2,4,3,72.2,80.8,101.36666666666667,1,0.9975087592588633,1,True,correct
55.6,374.4,16.4,23,6.8,5,3,61.0,63.8,86.93333333333334,1,0.995977094527488,1,True,correct
53.7,361.4,15.9,24,5.9,6,3,55.6,72.2,73.61666666666666,1,0.996210167360329,1,True,correct
59.0,409.8,15.9,24,6.6,7,3,53.7,61.0,64.51666666666667,1,0.9923496988285736,1,True,correct
86.4,726.4,17.3,22,6.8,8,3,59.0,55.6,60.883333333333326,1,0.9996378274570281,1,True,correct
106.9,983.5,20.2,19,5.9,9,3,86.4,53.7,64.65,1,0.9998076133587289,1,True,correct
127.6,1389.5,22.6,16,9.7,10,3,106.9,59.0,70.43333333333334,1,0.9999100943418125,1,True,correct
164.8,1903.6,24.4,13,10.3,11,3,127.6,86.4,81.53333333333335,1,0.9999334674126336,1,True,correct
181.6,2101.1,25.9,12,9.0,12,3,164.8,106.9,99.73333333333335,1,0.9999330324307152,1,True,correct
178.8,2086.2,27.1,10,7.9,13,3,181.6,127.6,121.05,1,0.9999330324307152,1,True,correct
166.7,1959.5,27.8,9,7.2,14,3,178.8,164.8,141.01666666666668,1,0.9999664525098919,1,True,correct
133.2,1590.7,27.7,10,7.6,15,3,166.7,181.6,154.4,1,0.999936149479589,1,True,correct
123.4,1464.0,27.5,11,7.9,16,3,133.2,178.8,158.78333333333333,1,0.9998826735437601,1,True,correct
111.3,1300.1,26.7,12,8.6,17,3,123.4,166.7,158.08333333333334,1,0.9999049658931553,1,True,correct
109.2,1084.1,25.5,14,9.1,18,3,111.3,133.2,149.16666666666666,1,0.999871594889518,1,True,correct
113.6,1087.8,24.6,15,7.4,19,3,109.2,123.4,137.1,1,0.9998715458139785,1,True,correct
122.0,1192.1,23.9,16,7.6,20,3,113.6,111.3,126.23333333333333,1,0.9999446621237155,1,True,correct
121.1,1173.5,23.1,17,7.0,21,3,122.0,109.2,118.78333333333335,1,0.999984315159651,1,True,correct
115.3,1095.2,22.2,19,7.7,22,3,121.1,113.6,116.76666666666665,1,0.999984315159651,1,True,correct
109.4,1020.7,21.0,20,7.8,23,3,115.3,122.0,115.41666666666667,1,0.999984315159651,1,True,correct
102.0,940.6,20.1,22,7.7,0,4,109.4,121.1,115.10000000000001,1,0.9994664902227051,1,True,correct
90.8,806.5,19.4,23,6.8,1,4,102.0,115.3,113.89999999999999,1,0.9995786992989879,1,True,correct
75.7,627.7,18.9,24,6.6,2,4,90.8,109.4,110.09999999999998,1,0.9773559744018909,1,True,correct
97.1,849.4,17.5,28,4.3,3,4,75.7,102.0,102.38333333333333,1,0.9996459265336824,1,True,correct
68.7,525.3,16.9,29,4.6,4,4,97.1,90.8,98.38333333333333,1,0.9988748811631298,1,True,correct
48.3,299.0,16.7,28,5.6,5,4,68.7,75.7,90.61666666666667,1,0.9712939335244051,1,True,correct
39.7,201.2,15.4,33,2.8,6,4,48.3,97.1,80.43333333333334,1,0.6732173416838146,1,True,correct
38.9,152.3,15.4,35,0.4,7,4,39.7,68.7,70.05,1,0.7450197953017288,1,True,correct
48.9,184.4,16.6,29,6.5,8,4,38.9,48.3,61.4,1,0.9361877952694153,1,True,correct
61.2,380.9,19.1,25,3.6,9,4,48.9,39.7,56.93333333333334,1,0.9922143888147382,1,True,correct
65.9,502.9,21.6,20,2.8,10,4,61.2,38.9,50.949999999999996,1,0.9989079686291995,1,True,correct
67.1,547.6,23.6,18,2.5,11,4,65.9,48.9,50.48333333333333,1,0.9995065581510879,1,True,correct
64.5,523.4,25.2,16,2.6,12,4,67.1,61.2,53.61666666666667,1,0.998917126406669,1,True,correct
64.3,517.8,26.4,14,3.3,13,4,64.5,65.9,57.75,1,0.9988310452434611,1,True,correct
65.2,532.7,27.0,13,4.0,14,4,64.3,67.1,61.98333333333334,1,0.9993985216451481,1,True,correct
71.7,659.4,26.7,13,5.4,15,4,65.2,64.5,64.7,1,0.9994683494644625,1,True,correct
72.4,661.2,26.7,13,6.0,16,4,71.7,64.3,66.45,1,0.9994877518137343,1,True,correct
75.4,691.0,26.3,13,6.2,17,4,72.4,65.2,67.53333333333333,1,0.9997366712844894,1,True,correct
71.9,527.1,25.6,14,5.1,18,4,75.4,71.7,68.91666666666667,1,0.9950565034798176,1,True,correct
60.5,320.4,25.3,15,3.6,19,4,71.9,72.4,70.15,1,0.9964845226775376,1,True,correct
61.0,323.2,24.6,16,6.1,20,4,60.5,75.4,69.51666666666667,1,0.9919745824391792,1,True,correct
73.8,489.9,23.2,18,4.6,21,4,61.0,71.9,68.81666666666668,1,0.9990059611963115,1,True,correct
88.7,663.1,22.2,20,7.0,22,4,73.8,60.5,69.16666666666667,1,0.9996953059147421,1,True,correct
92.0,670.6,21.1,23,6.3,23,4,88.7,61.0,71.88333333333334,1,0.9915579306804894,1,True,correct
78.7,475.0,20.1,25,5.6,0,5,92.0,73.8,74.65,1,0.9932110724678106,1,True,correct
66.6,331.6,19.1,28,5.4,1,5,78.7,88.7,75.78333333333333,1,0.9884011089382043,1,True,correct
59.3,254.3,18.1,31,5.3,2,5,66.6,92.0,76.8,1,0.9666477511881604,1,True,correct
65.0,320.4,16.5,38,3.5,3,5,59.3,78.7,76.51666666666667,1,0.9910228452809197,1,True,correct
71.5,398.6,16.5,37,5.2,4,5,65.0,66.6,75.05,1,0.9961480846726605,1,True,correct
71.0,385.6,15.8,40,5.4,5,5,71.5,59.3,72.18333333333332,1,0.9965000769863678,1,True,correct
73.1,405.1,15.1,42,5.5,6,5,71.0,65.0,68.68333333333332,1,0.9970470333719382,1,True,correct
79.6,448.0,14.8,43,5.7,7,5,73.1,71.5,67.75,1,0.9918046049183556,1,True,correct
103.8,719.0,16.0,40,4.2,8,5,79.6,71.0,69.91666666666666,1,0.9995053188177188,1,True,correct
94.5,698.5,18.7,33,3.2,9,5,103.8,73.1,77.33333333333333,1,0.9993163720347932,1,True,correct
99.0,843.8,21.3,28,2.7,10,5,94.5,79.6,82.25,1,0.9999056463878611,1,True,correct
99.0,895.9,23.3,24,2.5,11,5,99.0,103.8,86.83333333333333,1,0.9999352360727923,1,True,correct
98.0,895.9,24.8,20,3.2,12,5,99.0,94.5,91.5,1,0.9998549387120748,1,True,correct
96.6,897.8,25.9,17,4.7,13,5,98.0,99.0,95.64999999999999,1,0.999974460399752,1,True,correct
95.7,912.7,26.7,15,5.9,14,5,96.6,99.0,98.48333333333333,1,0.9999129494460488,1,True,correct
114.1,1218.2,26.6,15,6.7,15,5,95.7,98.0,97.13333333333333,1,0.9999129494460488,1,True,correct
99.7,1035.6,26.9,14,6.6,16,5,114.1,96.6,100.39999999999999,1,0.9999129494460488,1,True,correct
93.1,949.9,26.4,13,6.8,17,5,99.7,95.7,100.51666666666667,1,0.9999129494460488,1,True,correct
85.2,728.3,25.6,14,7.0,18,5,93.1,114.1,99.53333333333335,1,0.9999180042059478,1,True,correct
65.9,407.9,24.9,15,7.1,19,5,85.2,99.7,97.39999999999999,1,0.9966043015659206,1,True,correct
56.6,285.9,24.2,17,6.5,20,5,65.9,93.1,92.28333333333332,1,0.9953049723023072,1,True,correct
53.3,258.0,23.0,19,3.8,21,5,56.6,85.2,85.76666666666667,1,0.9952528195477423,1,True,correct
49.2,213.3,22.7,19,5.8,22,5,53.3,65.9,75.63333333333334,1,0.9723985449932414,1,True,correct
44.9,160.7,21.9,20,5.4,23,5,49.2,56.6,67.21666666666667,1,0.9821607702778167,1,True,correct
43.7,146.2,21.0,22,4.8,0,6,44.9,53.3,59.18333333333334,1,0.9624144392674804,1,True,correct
43.2,143.4,20.2,24,3.2,1,6,43.7,49.2,52.26666666666667,1,0.9496373943811541,1,True,correct
43.2,142.5,19.2,34,0.5,2,6,43.2,44.9,48.48333333333333,1,0.9185545760129902,1,True,correct
42.3,141.1,18.4,30,0.6,3,6,43.2,43.7,46.25,1,0.9175479687680451,1,True,correct
